Pressure:	21.500000 (bar)	 density:	0.025562 (A**-3)	chempot:	-0.630106 (K)
Pressure:	21.600000 (bar)	 density:	0.025574 (A**-3)	chempot:	-0.601779 (K)
Pressure:	21.700000 (bar)	 density:	0.025586 (A**-3)	chempot:	-0.573465 (K)
Pressure:	21.800000 (bar)	 density:	0.025599 (A**-3)	chempot:	-0.545165 (K)
Pressure:	21.900000 (bar)	 density:	0.025611 (A**-3)	chempot:	-0.516878 (K)
Pressure:	22.000000 (bar)	 density:	0.025623 (A**-3)	chempot:	-0.488605 (K)
Pressure:	22.100000 (bar)	 density:	0.025635 (A**-3)	chempot:	-0.460345 (K)
Pressure:	22.200000 (bar)	 density:	0.025648 (A**-3)	chempot:	-0.432099 (K)
Pressure:	22.300000 (bar)	 density:	0.025660 (A**-3)	chempot:	-0.403867 (K)
Pressure:	22.400000 (bar)	 density:	0.025672 (A**-3)	chempot:	-0.375647 (K)
Pressure:	22.500000 (bar)	 density:	0.025684 (A**-3)	chempot:	-0.347441 (K)
Pressure:	22.600000 (bar)	 density:	0.025696 (A**-3)	chempot:	-0.319249 (K)
Pressure:	22.700000 (bar)	 density:	0.025708 (A**-3)	chempot:	-0.291069 (K)
Pressure:	22.800000 (bar)	 density:	0.025720 (A**-3)	chempot:	-0.262903 (K)
Pressure:	22.900000 (bar)	 density:	0.025732 (A**-3)	chempot:	-0.234750 (K)
Pressure:	23.000000 (bar)	 density:	0.025744 (A**-3)	chempot:	-0.206611 (K)
Pressure:	23.100000 (bar)	 density:	0.025756 (A**-3)	chempot:	-0.178484 (K)
Pressure:	23.200000 (bar)	 density:	0.025768 (A**-3)	chempot:	-0.150370 (K)
Pressure:	23.300000 (bar)	 density:	0.025780 (A**-3)	chempot:	-0.122270 (K)
Pressure:	23.400000 (bar)	 density:	0.025792 (A**-3)	chempot:	-0.094182 (K)
Pressure:	23.500000 (bar)	 density:	0.025804 (A**-3)	chempot:	-0.066107 (K)
Pressure:	23.600000 (bar)	 density:	0.025816 (A**-3)	chempot:	-0.038046 (K)
Pressure:	23.700000 (bar)	 density:	0.025828 (A**-3)	chempot:	-0.009997 (K)
Pressure:	23.800000 (bar)	 density:	0.025839 (A**-3)	chempot:	0.018039 (K)
Pressure:	23.900000 (bar)	 density:	0.025851 (A**-3)	chempot:	0.046062 (K)
Pressure:	24.000000 (bar)	 density:	0.025863 (A**-3)	chempot:	0.074073 (K)
